ulasan,makanan,minuman,pelayanan,tempat,harga
"
Tempat iconic untuk makan mie becek/mie bangladesh di Medan. Menu2 lainnya juga gak kalah menarik nih. Recommended, enak pokoknya. Saran untuk berkunjung sebelum jam 9 malam jika tidak ingin ramai, kalau mau nongki2 aja dateng kapanpun pas. Jangan lupa minum Badak juga. Sukses terus  ",Positif,Netral,Netral,Positif,Netral
"
Makanannya enak dan tempatnya sangat ramai.  ",Positif,Netral,Netral,Positif,Netral
"
Warkop terbaik di kota medan. Sekarang tempatnya sudah luas  ",Netral,Netral,Netral,Positif,Netral
"
rasa lumayan enak. ramai kalo pas jam makan atau kam pulang kerja  ",Netral,Netral,Netral,Netral,Netral
"
untuk rasa kembali lagi ke preferensi masing masing klo sy ok saja  ",Netral,Netral,Netral,Netral,Netral
"
Tempat bergaul santai, meski agak hot karena ramai orang dan ramai. Tapi tetap favorit  ",Netral,Netral,Netral,Netral,Netral
"
Teh tarik dan mie bangladeshnya enak paraaah  ",Positif,Positif,Netral,Netral,Netral
"
Mie Banglades nya enak, risolnya jg enak, ramee pengunjung nya  ",Positif,Netral,Netral,Positif,Netral
"
Enak banget mie  Bangladesh. Cocok banget buat yg lapar. Tapi harus sabar menunggu karena banyak yang makan di tempat ini  ",Positif,Netral,Negatif,Positif,Netral
"
Menunya enak pas buat warga medan yg gk suka manis manis. Indomie Bangladesh + telur mata sapi setengah matang menu favorit   ",Positif,Netral,Netral,Netral,Netral
"
Warkop yabg terkenal dengan menu legendnya. Indomie Bangladesh, Nasi goreng acehnya juga boleh dicoba  ",Positif,Netral,Netral,Positif,Netral
"
Tempatnya lumayan, dlm ruangan yg depannya kebuka, msknnya enak, harga terjangkau, bisa buat ank sklhn, ramai saat mlm  ",Positif,Netral,Netral,Positif,Positif
"
Tempat duduknya banyak. Harga makanan sangat terjangkau dengan rasa yang oke. Menu juga bervariasi dan yang khasnya adalah mie bangladesh.  ",Positif,Netral,Netral,Positif,Positif
"
Tempatnya nyaman untuk semua kalangan  ",Netral,Netral,Netral,Positif,Netral
"
Karyawan Ngasal2 & Pesanan Lama. Tidak menjaga pelayanan  ",Netral,Netral,Negatif,Netral,Netral
"
Indomie legendaris di Medan, kayaknya gak pernah sepi tempat ini  ",Positif,Netral,Netral,Positif,Netral
"
Mie bangladeshnya enak benerr, gak cukup beli 1 tapi kalau beli 2 kebanyakan  ",Positif,Netral,Netral,Netral,Netral
"
Mienya enak, lokasinya juga strategis, cocok untuk tempat ngumpul bareng keluarga, sahabat, pacar, dll.  ",Positif,Netral,Netral,Positif,Netral
"
Makanan nya enak, terutama indomie nya :)  ",Positif,Netral,Netral,Netral,Netral
"
Lokasi pas buat nongkrong. Ekonomis  ",Netral,Netral,Netral,Positif,Netral
"
Rasanya biasa aja. Pelayanannya cepat walaupun pengunjung rame  ",Netral,Netral,Positif,Netral,Netral
"
Tempatnya selalu padat, mau kesini antri dulu, masakan mie Bangladesh nya enak, tersedia juga risol, sate kerang, telur asin namun parkirnya susah kalo mau kesini lebih baik naik motor atau transportasi online  ",Positif,Netral,Netral,Negatif,Netral
"
Harganya berubah.. Ubah.. Pdhal jaraknya cm sehari kami makan dsana.. Baiknya dkasih daftar menu dan harga.. Klo untuk rasa lumayan enak lah..  ",Netral,Netral,Netral,Netral,Negatif
"
Makanannya enak.  Open air area, jd lbh tidak khawatir utk makan di saat pandemi, akan tetapi makan lebih baik lagi jika seluruh team memakai masker  ",Positif,Netral,Netral,Positif,Netral
"
Indomie banglades`e nya enaakk, another level of indomie goreng.  ",Positif,Netral,Netral,Netral,Netral
"
Pelayanan cepat, tapi tempatnya rame banget (agak seram kalo dalam masa pandemi gini).Tolong lebih diperhatikan kebersihan kolong mejanya, kadang sampahnya banyak banget di kolong meja  ",Netral,Netral,Positif,Negatif,Netral
"
Tempatnya tambah luas, mantap  ",Netral,Netral,Netral,Positif,Netral
"
Pelayannya sok kali. Udh dua kali di panggil mau mesan asik bilang bentar bentar bentar aja. Udh sejam nunggu pdhal malah prioritaskan org lain  ",Netral,Netral,Negatif,Netral,Netral
"
Untuk makanan dan harga pas di kantong mahasiswa  ",Positif,Netral,Netral,Netral,Positif
"
Makanan nya enak  ",Positif,Netral,Netral,Netral,Netral
"
Nunggu orderannya lama, malah orang yg baru datang makanannya siap duluan. Haha perkara saya datang dengan wajah pucat yg ga make up kali ya. Pegawainya sombong gaada ramah tamahnya. Cukup deh terakhir kali , gamau lagi kemari!  ",Netral,Netral,Negatif,Netral,Netral
"
Pelayanan cepat. Rasa oke. Harga murah  ",Positif,Netral,Positif,Netral,Positif
"
Tempat buat makan indomie mie aceh... Mantaff  ",Positif,Netral,Netral,Positif,Netral
"
Tampat makan fav juga selama di Medan. Murah, enak dan yaaa miciiiin~  ",Positif,Netral,Netral,Positif,Positif
"
Yang hobi dan doyan makan indomie ini tempat kudu dan wajib didatangin.. Murah dan ya rasanya micin kali lah.. heheheheh  ",Positif,Netral,Netral,Netral,Positif
"
Lumayan bagus tempat nya, bersih, parkir luas, rasa enak dengan khas mie Bangladesh nya, tempat warkop anak muda  ",Positif,Netral,Netral,Positif,Netral
"
Mie bangladesh nya, gak terkalahkan,   ",Positif,Netral,Netral,Netral,Netral
"
Mienya ueeenak tenan  ",Positif,Netral,Netral,Netral,Netral
"
Indomie banglades (becek)nya mantap, dan harga murah  ",Positif,Netral,Netral,Netral,Positif
"
Mie Bangladesh, Nasi Goreng, ifumie .. untuk santai sambil ngobrol2 bersama teman, keluarga,.. buka sampai jam 21.00  ",Netral,Netral,Netral,Positif,Netral
"
Rasanya biasa aja, cuma rempahnya memang cukup kuat. Harga cukup murah, tempat mudah dijangkau.  ",Netral,Netral,Netral,Positif,Positif
"
Makanan murah, tetapi rasanya cukup enak. Hanya saja sampah tisu bertabur dimana mana.  ",Netral,Netral,Netral,Netral,Positif
"
Indomie... Rasa unik dan maknyus.. dtambah telor pudingny sih mantap.. ",Positif,Netral,Netral,Netral,Netral
"
Kalau kesini wajib pesan bangladesh jumbo!! ",Positif,Netral,Netral,Netral,Netral
"
Pelayanan buruk percuma karyawan nya banyak. Tempat kotor sampah berserakan di lantai. Rasa mie nya biasa aja,tidak sesuai untuk mie dengan harga 10 ribu/porsi. Tidak ada yang spesial di tempat ini dan mengapa orang begitu tertarik datang ke tempat ini  ",Netral,Netral,Negatif,Negatif,Negatif
"
Makanan enak...minuman oke...nasi perang mantap...telur setengah matangnya sip ! Bintang 5 bangetss...  ",Positif,Positif,Netral,Netral,Netral
"
Tempatnya bagus . Harga terjangkau .  ",Netral,Netral,Netral,Positif,Positif
"
pelayanannya cacat bgt, percuma pegawai banyak klo mau pesen blg bentar tp sejam. kecewa.  ",Netral,Netral,Negatif,Netral,Netral
"
Ini tempat yg enak rame dan murah  ",Netral,Netral,Netral,Positif,Positif
"
Tempat buat nongkrong aja. Kalo makanan sih biasa aja.  ",Netral,Netral,Netral,Positif,Netral
"
Makanan yang enak, terutama Bangladesh dan sirup aceh....hanya saja tidak cocok untuk makan dengan suasana tenang  ",Positif,Positif,Netral,Netral,Netral
"
Harga terjangkau.. cepat pelayanannya.. tapi masalah rasa boleh lah kalau lagi nongkrong sama teman.. tapi kalau rasa masih kalah sama buatan orang rumah...  ",Netral,Netral,Positif,Netral,Positif
"
Mienya cukup enak tempat lumayan bersih  ",Positif,Netral,Netral,Netral,Netral
"
Enaklah, lumayan ramai, nongkrong disini bareng teman bisalah, tapi sekarang masih PPKM makanya jadi balapan:v  ",Netral,Netral,Netral,Netral,Netral
"
Tempat ngumpul bareng teman ok.. harga terjangkau dan indomie bangladesnya hmm mantaf...  ",Positif,Netral,Netral,Positif,Positif
"
Mie bangladeshnya enak, risolnya juga enak. Sayangnya semenjak ada Corona makan di tempat lebih dari jam 21.00  kucing-kucingan sama Polisi/Satpol PP. Kalo yang bawa mobil bisa makan di mobil tanpa was-was.  ",Positif,Netral,Netral,Netral,Netral
"
Mie nya enak  ",Positif,Netral,Netral,Netral,Netral
"
Menu masakan dan minumannya bervariasi, suasananya ramai, rasa masakannya menurutku biasa saja. Sepertinya areanya ramai dikarenakan memang banyaknya warung-warung mie/kopi di sekitaran situ.  ",Netral,Netral,Netral,Netral,Netral
"
Dulu memang rasanya the best. Tapi sekarang indomie nya kurang berasa. Tempatnya juga kurang terjaga kebersihannya dan kurang ventilasi sehingga sangat penggap dan panas duduk di dalam.  ",Netral,Netral,Netral,Negatif,Netral
"
Kurang baik pelayanannya, rasanya kurang dan hidangan sate, telurnya jg tidak disediakan  ",Negatif,Netral,Negatif,Netral,Netral
"
Murah meriah mantap  ",Netral,Netral,Netral,Netral,Positif
"
Rempahnya mantappp  ",Positif,Netral,Netral,Netral,Netral
"
Klu makan d tempat baru enk lah, klu bawa pulang udh ngembang jdnya  ",Netral,Netral,Netral,Netral,Netral
"
Tempat yang 24 jam rame, makanan enak bgt  ",Positif,Netral,Netral,Netral,Netral
"
agak mahal dan rasanya biasa saja untuk sejenis mi instan. ",Netral,Netral,Netral,Netral,Negatif
FALSE,Positif,Netral,Netral,Netral,Netral
"
The best indomie in town.terutama indomi becek nya bangladesh ",Positif,Netral,Netral,Netral,Netral
FALSE,Netral,Netral,Netral,Positif,Netral
"
Mei banglades nya enak ",Positif,Netral,Netral,Netral,Netral
"
Masakannya mantap ",Positif,Netral,Netral,Netral,Netral
"
Menu unggulan Indomie kuah dan Indomie Banglades ( indomie goreng dimasak model becek sedikit berkuah ), nasi prang / nasi kucing atau dulu jaman SMA kami sebut nasi mapu - nasi lemak bungkusan kecil dalamannya isi tempe orek + telur sambel atau ikan sambel. Makan disini, selalu membuat nostalgia masa SMA dan kuliah terkenang kembali..  ",Positif,Netral,Netral,Netral,Netral
"
Indomienya oke plus juice jeruk dan teh susunya mantap pake banget...  ",Positif,Positif,Netral,Netral,Netral
"
Kuliner khas kalo ke Medan  ",Netral,Netral,Netral,Netral,Netral
"
Rekomended sih ini kalau ingin cari kuliner di Medan  ",Netral,Netral,Netral,Netral,Netral
"
Suka sekali dengan mie bangladesh nya. Rempah bgt rasanya dan pedasnya pas  ",Positif,Netral,Netral,Netral,Netral
"
Mantap. Cocok untuk kantong anak kos seperti saya. Hehehehe..Tapi dominan mie disitu. Ya tapi ada juga makanan yang lain  ",Netral,Netral,Netral,Netral,Positif
"
Rasanya biasa saja tidak ada yang istimewa..Untuk harga relatif mahal hanya makan Indomie saja.  ",Netral,Netral,Netral,Netral,Negatif
"
Makanan cepat saji dan rasa enak.apalagi utk mie Bangladesh.harga terjangkau.Ada toilet yg bersih  ",Positif,Netral,Netral,Positif,Positif
"
Makanannya enak tapi karena terlalu rame agak kurang nyaman. Kecuali dapet duduk di bagian dalam. Kalo soal rasa jangan di ragukan. Mie Bangladesh paling the best in town. Pedas atau tidaknya tinggal ngomong ama si abang waiter. Yang suka sate kerang, disini ada sate kerang. Ada risol dan macem2 jenis keripik until campuran mie.  ",Positif,Netral,Netral,Netral,Netral
"
Mie Bangladesh nya mantap...  ",Positif,Netral,Netral,Netral,Netral
"
Mie simple yg ngangenin bgtt. G cukup 1 klo pesan makan disini  ",Positif,Netral,Netral,Netral,Netral
"
Rasa lumayan. Pelayanan cepat walaupun ramai. Nyobain Indomie Bangladesh. Next mau coba yg goreng  ",Positif,Netral,Positif,Netral,Netral
"
Tempat nongkrong yang asik dengan menu indomie. Menu andalannya adalah Bangladesh. Harga terjangkau, tempat yang bersih, dan layanan penyajian yang cepat  ",Netral,Netral,Positif,Positif,Positif
"
mie nya enak bangett  ",Positif,Netral,Netral,Netral,Netral
"
Makanannya enak dan menggugah selera. Tapi tempatnya terlalu kecil untuk jumlah pengunjung yang ramai, para pelayan terkadang tidak mendengar ketika dipanggil untuk order sehingga membuat pelanggan kesulitan.  ",Positif,Netral,Negatif,Negatif,Netral
"
Makannya enk, Aplgi indomienya mantapp  ",Positif,Netral,Netral,Netral,Netral
"
Mie nya juara  ",Positif,Netral,Netral,Netral,Netral
"
yg katanya bangladesh tuh best seller, ternyata tak sesuai dgn ekspektasi ku..  ",Negatif,Netral,Netral,Netral,Netral
"
Mienya cepat datang, minumannya lma x datang, sampe mie aku habis baru datang Sampek seret tenggorokkan bah, maaf bintang 4 aku kasih  ",Positif,Negatif,Negatif,Netral,Netral
"
Kopinya mantap  ",Netral,Positif,Netral,Netral,Netral
"
GADA MIE INSTAN YG SEENAK INI. Menu spesialnya yg Mie Bangladesh sekitar 12K kalau lapar bgt bisa coba yg jumbo sekitar 18k. Risolesnya pol deh. Tempat? Bersih kok.  ",Positif,Netral,Netral,Positif,Netral
"
Tempat makan yang sangat populer di kota medan, apalagi dengan menu andalan, nya yaitu mie bang lades dan telur ayam kampung setengah masak yang sangat melegenda.  ",Positif,Netral,Netral,Netral,Netral
"
Mie bangladeshnya juara..... Karyawannya sangat cekatan, walaupun hujan deras. Terimakasih  ",Positif,Netral,Positif,Netral,Netral
"
Bangladesh top menu, harga terjangkau.  ",Netral,Netral,Netral,Netral,Positif
"
Tidak ada menu, sehingga kalau mau pesen harus mikir dulu.Buka sampai subuh..Mi beceknya lumayan enak.  ",Positif,Netral,Negatif,Netral,Netral
"
Dari segirasa lumayan untuk warkop.  saya suka mie kuah dan mie pakistannya . dari segi kebersihan  anda bisa paham jika anda kesini langsung . harga mulai 10rbuan untuk segala macam mienya . sajian pelengkap seperti sate kerang dan sate telur puyuh dan risol kerupuk pun ada . toilet tersedia disini .  ",Positif,Netral,Netral,Netral,Positif
"
Warkop ini terkenal dengan indomie banglades atau mie nyemek nya. Selalu ramai dengan pengunjung, sekarang sdh nambah tempat dengan menambah ruko di depannya dan tetap ramai. Kalau ke medan wajib nyoba mie banglades nya. Dijamin ketagihan.  ",Positif,Netral,Netral,Positif,Netral
"
Sukak sarapan pagi disini ada nasi goreng yg cukup enak klo aq rasa  ",Positif,Netral,Netral,Netral,Netral
"
Tmpatnya cukup oke dan rame banget tpi pernah pakai google maps itu disasarin jdi hrus muter 1x,Bnyak banget makanan selain indomie jga bnyak sate2 an nya...Tpi jujur saya lebih suka indomie gorengnya  ",Netral,Netral,Netral,Netral,Netral
"
Paten indomie disini  ",Positif,Netral,Netral,Netral,Netral
"
Warkop agem cukup terkenal di Kota Medan, bahkan yang dr luar kota menyempatkan untuk datang kesini. Makanan yang paling diminati adalah mi aceh bangladesh, enak tapi menurut saya enakan dulu. Apalagi kalau udah malam minggu ramai sekali jadi kadang harus bersabar, but overall i lov it  ",Netral,Netral,Netral,Netral,Netral
"
Tempatnya lumayan lah buat nongkrong bareng temen  ",Netral,Netral,Netral,Positif,Netral
"
Tempat makan indomie bangladesh terenak dan ramah2 abang2nya. Ga susah kalo.pesan sama mereka...  ",Positif,Netral,Positif,Netral,Netral
"
panas kali!! dan menurut aku.makanannya biasa aja sih, aku justru kurang suka..tapi boleh lah dicobak  ",Negatif,Netral,Netral,Positif,Netral
"
Risolnya paling enak dimakan belakangan dengan kuah  ",Positif,Netral,Netral,Netral,Netral
"
Wahh . Gilaaa . Indomie di warkop mmg selalu enak. Tapi yg inii lebih enak lagi. khusunya untuk indomie kuah becek rasanya itu sumpahh enak banget pecah. Untuk kalian yang pecinta indomie atau mau nongkrong sama kawan boleh datang kesini. Ga pake mahal juga kok .  ",Positif,Netral,Netral,Netral,Positif
"
Sebenarnya biasa aja sih rasanya. Seporsi 12 ribuan.  ",Netral,Netral,Netral,Netral,Positif
"
Indomie Bangladesh nya paling enak disini lah kurasa  ",Positif,Netral,Netral,Netral,Netral
"
Best warmindo in town! Indomie kuah nya enak, indomie Bangladesh nya juga enak, risol nya nagih. Memang tempat nya kurang bersih, tapi meja selalu rajin dibersihin kok. Paling lantai doang karena buka nya 24 jam. Agak panas.  ",Positif,Netral,Netral,Negatif,Netral
"
Risol dan indomie enak dan murah  ",Positif,Netral,Netral,Netral,Positif
"
Soal rasa ok, tapi nunggu in pesanan datang lama banget, perkiraan sih mereka menunggu orderan yg sama dengan tamu yg lain biar sekalian masak.maka nya lamaaaaaa  ",Positif,Netral,Negatif,Netral,Netral
"
Banyak menu makanan Aceh, cepat penyajiannya..rasanya juga oke  ",Positif,Netral,Positif,Netral,Netral
"
Saya datang pas pagi, gk gitu rame. Malam rame banget. Rasa makanan ok, murah lagi. Porsi standard, kl mau pedas harus info ke orgnya. Kalau gk, diksh gk pedes, kurang enak jadinya. Parkir mobil agak susah, karna rame.  ",Positif,Netral,Netral,Negatif,Positif
"
Tempat makan malam di kota Medan yang sangat terkenal. Harga murah, makanan enak. Selalu ramai dikunjungi oleh masyarakat.  ",Positif,Netral,Netral,Netral,Positif
"
Makanannya enak, malah menjadi model bagi indomie rasa mie Aceh, pelayannya ramah dan penuh senyum, makanya disebut Agam Senyum, tempatnya ramai setiap saat, buka 24 jam. Mau jam berapa pun selalu ramai. Luar biasa.  ",Positif,Netral,Positif,Netral,Netral
"
Selalu ramai . Selalu jadi tempat makan indomie pavorit.  Enak buat kumpul . Lumpia nya mantap . Bawang goreng nya mantap kali . Mungkin butuh tambahan tempat duduk‚ gak ke Medan kalo belum ke agam  ",Positif,Netral,Netral,Netral,Netral
"
Makanannya enak dan pelayanannya bagus  ",Positif,Netral,Positif,Netral,Netral
"
tempatnya cukup luas dengan tambahan bangunan di seberangnya, makanannya lezat seperti biasa dan relatif murah....  ",Positif,Netral,Netral,Positif,Positif
"
Mantap lah,, pelayanan bagus  ",Netral,Netral,Positif,Netral,Netral
"
Mqntul kali. Mie bangladesh  ",Positif,Netral,Netral,Netral,Netral
"
Paling joss indomie nya, bangla atau goreng biasanya pilihan gw. Pake sate  kerang makin mntep  ",Positif,Netral,Netral,Netral,Netral
"
Cepat Dan ramah. Mgkn lain x saya Coba yg original krn yg bangladesh terlalu micin. Mandinya pas, telur asinnya mantap.  ",Netral,Netral,Positif,Netral,Netral
"
Ini adalah tempat favorit saya. Dulu sewaktu kerja dekat situ, saya sering nongkrong disini. Pelayanannya sangat ramah, pilihan Indomie dengan racikan bumbu Aceh sangat nikmat, saya suka Mie Bangladesh. Kalau butuh puding bisa pesan TST atau Puding telor isi 2 atau 3.  ",Positif,Netral,Positif,Netral,Netral
"
Tempat makan indomie. Buat saya rasanya biasa aja. Teh tariknya kurang manis juga.  ",Netral,Negatif,Netral,Netral,Netral
"
Harga makin mahal  ",Netral,Netral,Netral,Netral,Negatif
"
Makan gak perlu nunggu lama...langsung jadi dan uenakBuat kita tersenyum ",Positif,Netral,Positif,Netral,Netral
"
Pelayanan oke, mie nya oke. Semoga bisnisnya lancar  ",Positif,Netral,Positif,Netral,Netral
"
Biasa aja sih rasanya  ",Netral,Netral,Netral,Netral,Netral
"
Agak hambar mienya mesti pake saos baru berasa  ",Negatif,Netral,Netral,Netral,Netral
"
Indomie nya enak bangladesh  ",Positif,Netral,Netral,Netral,Netral
"
Enak mantap lah rasanya  ",Positif,Netral,Netral,Netral,Netral
"
Best lah mantap rasanya  ",Positif,Netral,Netral,Netral,Netral
"
Menu andalan tetap mie Bangladesh, basically Indomie yang dimasak dengan bumbu ala Agam ini, berkuah kental, dengan rasa agak pedas, dan wangi rempah. Pilihan lain adalah nasi perang, preferably nasi perang telur.  ",Positif,Netral,Netral,Netral,Netral
